Month,DayOfWeek,UniqueCarrier,AirTime,Dest,IsDepDelay,IsArrDelay,DepHourLocal,OriginAirTemp,OriginAirPressure,OriginWindSpeed,OriginSkyCoverage,OriginPrecip1,DestAirTemp,DestAirPressure,DestWindSpeed,DestSkyCoverage,DestPrecip1
1,4,AA,,ABE,False,True,7,-11,154,36.0,8.0,0.0,-6,162,26.0,8.0,0.0
12,6,UA,,GRR,True,True,17,11,143,26.0,8.0,0.0,6,128,36.0,8.0,5.0
9,3,UA,,CMH,False,False,6,200,221,57.0,7.0,0.0,194,200,31.0,8.0,
11,2,UA,,EWR,False,False,8,78,197,57.0,8.0,0.0,128,287,26.0,3.0,0.0
9,6,AA,102.0,DFW,False,False,16,322,127,15.0,2.0,0.0,406,86,31.0,4.0,0.0
4,2,UA,87.0,EWR,False,False,20,178,168,72.0,8.0,0.0,144,219,46.0,0.0,0.0
9,1,UA,,MKE,False,False,22,178,125,21.0,7.0,0.0,150,123,52.0,8.0,0.0
5,1,CO,,IAH,False,False,20,306,128,57.0,2.0,0.0,328,123,46.0,2.0,0.0
2,2,AA,70.0,STL,False,False,15,44,144,82.0,8.0,0.0,83,219,72.0,7.0,0.0
11,6,AA,154.0,MIA,False,False,6,67,32,62.0,8.0,5.0,239,183,0.0,6.0,0.0
6,5,UA,,SAN,True,False,15,261,178,52.0,8.0,0.0,183,115,52.0,8.0,0.0
9,4,AA,,DFW,False,False,7,228,164,41.0,1.0,0.0,261,154,57.0,8.0,0.0
3,5,MQ,73.0,ROC,True,True,18,189,214,21.0,8.0,0.0,156,216,52.0,8.0,8.0
3,3,UA,,MBS,False,True,14,156,100,88.0,8.0,0.0,89,148,51.0,7.0,
5,7,UA,172.0,SLC,True,True,19,206,117,82.0,6.0,0.0,167,122,41.0,3.0,0.0
7,1,MQ,97.0,RIC,False,False,14,283,183,57.0,4.0,0.0,278,171,0.0,7.0,0.0
3,7,OO,30.0,FWA,False,False,8,61,173,46.0,7.0,0.0,139,161,0.0,8.0,0.0
8,4,AA,,MCI,False,False,22,256,219,41.0,6.0,0.0,267,167,46.0,5.0,0.0
2,1,UA,,PHL,False,False,6,11,132,72.0,8.0,0.0,17,284,46.0,8.0,0.0
4,3,AA,,MCO,False,False,9,111,168,82.0,6.0,0.0,261,190,52.0,5.0,0.0
11,6,DL,182.0,SLC,False,False,16,0,299,31.0,7.0,0.0,72,197,36.0,4.0,0.0
9,2,UA,243.0,SEA,False,False,12,261,185,62.0,0.0,0.0,122,133,26.0,8.0,0.0
8,7,MQ,94.0,BWI,False,False,19,272,144,41.0,4.0,0.0,289,143,26.0,4.0,0.0
12,4,NW,69.0,MSP,False,False,12,-106,323,31.0,4.0,0.0,-67,189,67.0,7.0,0.0
1,1,MQ,92.0,XNA,True,True,12,-11,173,41.0,8.0,0.0,-6,232,36.0,8.0,0.0
1,6,UA,89.0,ABE,False,False,18,-11,187,21.0,8.0,0.0,39,67,52.0,8.0,0.0
7,4,MQ,81.0,IAD,False,False,15,294,171,52.0,7.0,0.0,294,183,31.0,0.0,0.0
8,5,UA,97.0,LGA,False,False,9,217,216,21.0,4.0,0.0,239,195,46.0,8.0,0.0
12,5,UA,270.0,OAK,False,False,13,-17,227,57.0,8.0,0.0,122,9999,41.0,9.0,
6,5,OO,43.0,DTW,True,True,22,239,116,41.0,7.0,0.0,230,9999,26.0,8.0,0.0
2,3,US,72.0,PIT,False,False,17,-11,273,36.0,8.0,0.0,6,217,46.0,8.0,0.0
11,4,UA,,BDL,False,False,11,106,151,88.0,5.0,0.0,133,212,57.0,3.0,0.0
6,6,NW,47.0,DTW,False,False,13,311,138,62.0,4.0,0.0,306,120,67.0,4.0,0.0
3,1,AA,256.0,LAX,False,False,18,239,9998,67.0,7.0,0.0,150,181,57.0,2.0,0.0
3,4,DL,,SLC,True,False,15,94,48,93.0,7.0,0.0,106,151,36.0,0.0,0.0
12,1,UA,,PHL,False,False,7,-117,297,46.0,8.0,0.0,-72,308,62.0,7.0,0.0
6,4,UA,,DAY,False,False,17,317,147,62.0,7.0,0.0,294,205,46.0,6.0,0.0
6,7,UA,80.0,DCA,False,False,19,256,132,67.0,,0.0,233,234,52.0,5.0,0.0
2,2,AA,112.0,BOS,False,False,18,106,64,15.0,2.0,0.0,44,300,31.0,8.0,0.0
11,4,TW,,STL,False,True,17,50,8,36.0,8.0,0.0,150,38,62.0,2.0,0.0
9,2,UA,,MCI,False,False,16,328,199,67.0,0.0,0.0,356,205,52.0,0.0,0.0
5,1,UA,105.0,BOS,False,False,11,94,180,88.0,8.0,20.0,122,147,103.0,1.0,0.0
4,1,AA,109.0,EWR,False,False,19,161,161,46.0,2.0,0.0,56,9854,62.0,8.0,0.0
1,5,AA,92.0,ALB,True,True,20,17,142,62.0,8.0,5.0,83,228,31.0,6.0,0.0
4,5,AA,,SYR,False,False,20,56,40,82.0,8.0,0.0,22,44,72.0,5.0,0.0
9,1,AA,,LAX,False,True,9,217,195,0.0,0.0,0.0,211,107,26.0,3.0,0.0
7,2,MQ,84.0,ATL,True,True,10,217,136,21.0,8.0,3.0,289,181,31.0,6.0,0.0
5,2,MQ,24.0,CMI,False,False,13,217,213,15.0,4.0,0.0,240,9999,21.0,0.0,0.0
10,1,UA,,HPN,False,False,20,56,261,46.0,8.0,0.0,50,193,61.0,7.0,
3,2,AA,59.0,BNA,False,False,12,228,281,31.0,6.0,0.0,217,241,46.0,6.0,0.0
1,6,AA,87.0,TUL,False,False,19,39,339,46.0,,0.0,72,147,41.0,,3.0
2,1,UA,63.0,MCI,False,False,20,28,168,46.0,8.0,3.0,-33,221,51.0,8.0,0.0
1,5,AA,123.0,DFW,False,False,8,33,142,21.0,,0.0,217,166,77.0,7.0,0.0
1,3,UA,232.0,LAS,True,True,15,0,124,61.0,7.0,0.0,183,89,77.0,7.0,0.0
3,2,AA,,SNA,False,True,12,39,223,62.0,8.0,0.0,183,9999,51.0,7.0,
12,3,UA,83.0,BTV,True,True,17,-11,233,62.0,7.0,0.0,-11,128,52.0,8.0,0.0
2,5,UA,108.0,BOS,True,False,19,72,149,97.0,7.0,0.0,-6,157,92.0,2.0,0.0
11,6,AA,63.0,MCI,False,False,9,78,160,67.0,7.0,0.0,117,232,46.0,2.0,0.0
6,7,NW,46.0,DTW,False,False,12,228,121,57.0,6.0,0.0,200,82,93.0,4.0,0.0
1,1,UA,82.0,BWI,False,False,17,0,200,41.0,7.0,0.0,-6,149,15.0,4.0,0.0
5,2,UA,,BOS,False,False,18,322,175,21.0,0.0,0.0,256,71,77.0,8.0,0.0
10,1,UA,245.0,PDX,False,False,8,67,240,46.0,2.0,0.0,144,272,15.0,8.0,0.0
3,5,UA,,BWI,False,False,7,0,239,67.0,5.0,0.0,100,90,41.0,8.0,8.0
7,4,DL,51.0,CVG,False,False,13,311,175,52.0,0.0,0.0,311,204,31.0,7.0,0.0
2,3,UA,52.0,CLE,True,True,17,50,9992,46.0,8.0,0.0,72,26,31.0,8.0,5.0
12,5,UA,,PHX,False,False,12,6,255,57.0,8.0,0.0,206,143,15.0,8.0,0.0
4,2,MQ,67.0,TYS,False,False,7,22,222,26.0,4.0,0.0,72,211,0.0,6.0,0.0
2,1,OO,65.0,TYS,True,True,19,-11,81,46.0,8.0,0.0,111,105,0.0,7.0,0.0
3,4,UA,25.0,GRR,False,False,12,39,120,52.0,8.0,0.0,17,115,41.0,8.0,0.0
4,3,AA,47.0,DTW,True,True,19,217,9997,46.0,8.0,0.0,167,98,36.0,7.0,0.0
1,7,UA,58.0,OMA,False,False,12,-72,192,21.0,8.0,0.0,-72,247,41.0,0.0,0.0
7,1,AA,98.0,EWR,False,False,8,244,83,15.0,8.0,0.0,333,102,36.0,7.0,0.0
9,3,MQ,89.0,CLT,False,False,16,228,211,57.0,2.0,0.0,211,204,21.0,4.0,0.0
3,4,AA,,IND,False,False,20,61,127,41.0,8.0,0.0,111,86,36.0,8.0,0.0
1,2,MQ,107.0,BDL,True,True,16,-39,209,36.0,7.0,0.0,0,75,0.0,8.0,0.0
10,5,AA,,ABQ,False,False,12,72,199,77.0,7.0,0.0,211,157,21.0,6.0,0.0
2,6,UA,86.0,ATL,False,False,6,-67,73,31.0,9.0,3.0,-17,175,36.0,7.0,0.0
8,4,UA,,MCI,False,False,8,283,126,41.0,6.0,0.0,311,145,57.0,6.0,0.0
6,5,AA,132.0,TPA,False,False,15,356,131,46.0,0.0,0.0,278,127,41.0,4.0,0.0
3,2,UA,232.0,SAN,False,False,8,6,339,57.0,7.0,0.0,150,200,31.0,8.0,0.0
9,5,UA,76.0,IAD,False,False,17,167,186,67.0,2.0,0.0,278,135,31.0,8.0,
5,4,OO,41.0,TVC,False,False,18,156,263,77.0,0.0,0.0,156,9999,21.0,2.0,0.0
2,6,UA,67.0,MCI,False,False,19,83,151,57.0,7.0,0.0,50,61,62.0,7.0,0.0
7,1,AA,91.0,RDU,False,False,20,267,172,41.0,2.0,0.0,267,174,0.0,7.0,0.0
1,6,MQ,68.0,DLH,False,False,10,-67,173,21.0,8.0,0.0,-56,18,88.0,4.0,0.0
2,6,UA,22.0,MKE,False,False,11,56,183,15.0,7.0,0.0,33,180,31.0,8.0,0.0
9,2,AA,100.0,LGA,False,False,11,150,146,57.0,7.0,0.0,211,105,36.0,7.0,0.0
9,3,AA,,ROC,False,False,7,217,192,72.0,3.0,0.0,244,219,31.0,6.0,0.0
12,3,UA,,PHL,False,False,8,11,54,52.0,8.0,0.0,72,113,41.0,8.0,0.0
3,4,AA,123.0,MCO,False,False,9,-39,370,26.0,2.0,0.0,161,218,93.0,0.0,0.0
11,2,UA,141.0,MCO,False,False,17,-61,246,31.0,3.0,0.0,239,182,46.0,8.0,0.0
8,7,AA,237.0,SEA,True,True,19,300,149,46.0,4.0,0.0,267,121,36.0,0.0,0.0
8,3,UA,98.0,BDL,False,False,17,250,146,57.0,2.0,0.0,250,150,31.0,4.0,0.0
7,4,DH,87.0,IAD,False,False,13,283,147,93.0,8.0,0.0,294,138,26.0,7.0,0.0
10,6,AA,33.0,IND,False,True,11,128,9982,134.0,8.0,0.0,222,29,129.0,0.0,0.0
5,5,UA,233.0,SAN,True,True,15,133,217,52.0,,0.0,172,108,46.0,7.0,3.0
11,6,AA,96.0,BDL,False,False,16,83,9960,46.0,8.0,10.0,67,276,36.0,7.0,0.0
8,3,OO,26.0,MSN,False,False,13,278,137,57.0,4.0,0.0,267,123,46.0,0.0,0.0
11,6,UA,,OAK,False,False,19,-11,237,36.0,7.0,0.0,177,9999,0.0,7.0,
12,7,AA,145.0,DFW,False,True,8,61,124,62.0,7.0,0.0,111,184,31.0,8.0,0.0
12,3,UA,45.0,CMH,True,True,12,-22,273,57.0,5.0,0.0,-44,217,36.0,0.0,0.0
8,7,UA,,MCI,False,False,19,272,193,67.0,3.0,0.0,294,142,62.0,0.0,0.0
12,6,US,83.0,CLT,False,False,13,78,165,21.0,8.0,0.0,228,124,31.0,8.0,0.0
9,5,UA,216.0,LAX,True,True,20,133,91,41.0,7.0,0.0,208,151,67.0,3.0,0.0
7,2,UA,,EWR,False,False,16,239,181,41.0,3.0,0.0,233,172,21.0,8.0,0.0
1,1,AA,,RST,False,False,9,0,147,0.0,0.0,0.0,-44,84,57.0,0.0,0.0
7,5,AA,,LGA,False,False,6,228,108,62.0,8.0,0.0,278,183,46.0,4.0,0.0
4,6,AA,93.0,EWR,False,False,18,167,282,41.0,0.0,0.0,161,245,77.0,2.0,0.0
4,7,AA,82.0,ATL,False,False,16,122,159,57.0,6.0,0.0,200,168,67.0,0.0,0.0
10,5,AA,55.0,STL,False,False,7,100,170,21.0,8.0,0.0,83,167,41.0,8.0,0.0
6,1,AA,,LAX,False,False,22,278,151,77.0,8.0,0.0,172,122,57.0,6.0,0.0
5,6,DL,82.0,ATL,False,False,10,278,77,72.0,,0.0,317,191,41.0,0.0,0.0
10,2,AA,,TUL,False,False,15,94,157,46.0,7.0,0.0,167,247,46.0,2.0,0.0
2,7,UA,222.0,LAX,False,False,19,-172,359,52.0,,0.0,178,236,62.0,5.0,0.0
2,3,HP,226.0,PHX,True,True,11,22,61,82.0,8.0,0.0,172,92,0.0,7.0,0.0
2,3,AA,80.0,MSP,False,False,16,50,232,41.0,0.0,0.0,33,201,41.0,0.0,0.0
11,6,UA,,ATL,False,False,11,28,271,77.0,8.0,0.0,94,207,62.0,8.0,13.0
8,2,TW,,STL,False,True,7,200,180,52.0,8.0,0.0,239,172,57.0,8.0,0.0
10,6,NW,,MSP,False,False,17,83,123,21.0,0.0,0.0,106,37,82.0,8.0,0.0
9,6,UA,61.0,OMA,False,False,15,228,162,36.0,7.0,0.0,239,114,31.0,4.0,0.0
11,5,AA,,PIT,False,False,20,94,235,67.0,4.0,0.0,167,118,57.0,8.0,0.0
9,4,UA,,RIC,False,False,20,200,59,77.0,7.0,0.0,278,97,36.0,7.0,0.0
4,2,AA,103.0,BDL,False,False,17,61,159,62.0,7.0,0.0,61,88,41.0,8.0,46.0
7,1,MQ,31.0,IND,False,False,13,217,155,46.0,8.0,0.0,283,148,41.0,8.0,0.0
6,2,MQ,33.0,GRB,False,False,8,228,26,57.0,7.0,0.0,239,9988,67.0,,0.0
2,3,AA,,ATL,False,False,7,11,257,67.0,8.0,0.0,139,205,31.0,8.0,0.0
1,4,UA,,BOS,False,False,20,-67,318,62.0,2.0,0.0,-28,154,98.0,6.0,0.0
12,1,US,,CLT,False,False,10,-44,303,26.0,8.0,0.0,56,306,26.0,4.0,0.0
8,2,MQ,77.0,MEM,True,True,20,333,164,36.0,7.0,0.0,278,166,31.0,7.0,0.0
10,4,UA,,PHL,False,False,12,156,166,77.0,8.0,0.0,189,112,26.0,8.0,0.0
6,6,UA,,SAN,False,True,8,217,166,46.0,2.0,0.0,233,115,46.0,4.0,0.0
5,3,AA,276.0,SFO,False,True,8,150,38,57.0,8.0,28.0,133,175,93.0,2.0,0.0
4,6,UA,,MSP,False,False,19,61,254,31.0,2.0,0.0,100,260,26.0,0.0,0.0
5,5,UA,90.0,PHL,False,False,11,128,145,52.0,2.0,0.0,267,18,82.0,7.0,3.0
6,5,AA,,PDX,False,False,15,278,186,57.0,7.0,0.0,283,168,52.0,1.0,0.0
5,4,AA,62.0,MSP,False,False,15,183,144,72.0,4.0,0.0,222,150,46.0,7.0,0.0
2,2,AA,89.0,EWR,False,False,21,-67,218,57.0,0.0,0.0,-11,297,0.0,7.0,0.0
3,7,AA,,CLE,False,False,20,-11,210,72.0,8.0,0.0,-44,223,31.0,8.0,0.0
12,3,DL,,ATL,True,False,17,11,201,41.0,6.0,0.0,144,216,15.0,0.0,0.0
4,5,UA,,GRR,False,False,18,44,220,77.0,8.0,0.0,111,219,46.0,5.0,0.0
6,5,UA,54.0,STL,False,True,17,167,106,57.0,8.0,0.0,189,93,36.0,8.0,0.0
3,4,AA,,TUL,False,False,15,217,44,93.0,4.0,0.0,206,25,36.0,8.0,0.0
11,5,UA,,DAY,False,False,9,78,108,15.0,6.0,0.0,100,140,67.0,7.0,0.0
11,5,UA,135.0,TPA,False,False,13,44,148,26.0,7.0,0.0,172,159,36.0,2.0,0.0
11,3,AA,81.0,DCA,False,False,19,50,145,31.0,7.0,0.0,83,230,21.0,8.0,0.0
12,5,UA,238.0,SMF,True,True,17,-67,162,93.0,8.0,0.0,44,152,21.0,8.0,0.0
1,2,NW,49.0,DTW,False,False,20,-72,128,62.0,7.0,0.0,-44,34,62.0,8.0,0.0
1,6,UA,,DTW,False,False,8,22,187,57.0,6.0,0.0,56,190,88.0,5.0,0.0
12,4,AA,149.0,DFW,False,True,8,67,211,26.0,8.0,0.0,122,158,82.0,8.0,0.0
7,6,UA,,SAT,False,False,10,244,166,67.0,2.0,0.0,311,193,57.0,4.0,0.0
4,4,UA,,MSP,True,True,18,72,107,15.0,8.0,0.0,100,87,26.0,7.0,0.0
11,4,US,81.0,CLT,False,False,7,-44,263,15.0,4.0,0.0,67,271,26.0,8.0,0.0
7,4,AA,139.0,IAH,True,True,19,278,123,31.0,7.0,0.0,322,151,62.0,4.0,0.0
4,5,UA,39.0,DTW,False,False,21,89,259,57.0,2.0,0.0,117,250,31.0,7.0,0.0
6,6,UA,124.0,DFW,False,False,17,244,69,41.0,4.0,0.0,300,86,21.0,2.0,0.0
1,4,NW,72.0,MSP,False,False,20,-133,307,21.0,8.0,0.0,-167,277,0.0,8.0,0.0
10,6,AA,,CVG,True,True,20,67,282,0.0,4.0,0.0,100,263,41.0,0.0,0.0
9,5,MQ,42.0,EVV,False,False,8,172,186,57.0,8.0,0.0,217,173,51.0,8.0,0.0
10,5,UA,,MCI,False,False,10,217,137,52.0,6.0,0.0,200,82,62.0,8.0,0.0
4,3,DL,87.0,ATL,False,False,8,106,285,36.0,8.0,0.0,144,287,36.0,8.0,0.0
10,4,AA,225.0,SEA,False,False,15,167,181,72.0,7.0,0.0,117,98,72.0,7.0,0.0
7,4,MQ,29.0,GRB,True,True,13,239,156,0.0,8.0,0.0,306,144,31.0,2.0,0.0
12,4,MQ,23.0,MSN,False,False,16,89,151,52.0,0.0,0.0,78,133,41.0,0.0,0.0
3,1,MQ,82.0,CLT,False,False,7,6,254,66.0,7.0,0.0,72,204,36.0,8.0,0.0
1,1,UA,38.0,CID,False,True,9,100,159,0.0,8.0,0.0,20,161,26.0,8.0,
8,4,UA,217.0,LAX,False,False,18,328,106,62.0,4.0,0.0,222,128,57.0,4.0,0.0
10,7,UA,168.0,SLC,True,True,19,117,127,41.0,7.0,0.0,31,203,0.0,7.0,0.0
10,2,AA,224.0,LAX,False,False,20,94,115,31.0,8.0,0.0,187,105,52.0,8.0,0.0
5,4,MQ,33.0,IND,True,True,8,222,143,15.0,7.0,0.0,228,144,0.0,4.0,0.0
9,2,UA,152.0,PBI,False,False,8,239,243,26.0,1.0,0.0,300,158,41.0,7.0,0.0
4,2,MQ,29.0,GRR,True,True,22,44,249,41.0,8.0,0.0,17,230,67.0,7.0,0.0
12,6,AA,,BDL,True,True,20,17,95,77.0,8.0,13.0,28,222,15.0,8.0,0.0
2,1,AA,,SPI,False,False,7,17,213,41.0,8.0,0.0,50,189,21.0,8.0,0.0
4,6,AA,,BOS,False,False,20,128,142,31.0,0.0,0.0,39,244,52.0,0.0,0.0
2,3,UA,226.0,LAX,False,False,15,6,271,57.0,0.0,0.0,150,157,82.0,7.0,0.0
1,6,US,97.0,PHL,False,False,15,-150,232,46.0,7.0,0.0,-100,190,62.0,2.0,0.0
11,6,UA,73.0,DCA,False,False,13,78,184,67.0,0.0,0.0,100,156,46.0,2.0,0.0
2,3,MQ,48.0,CLE,False,False,10,-22,318,21.0,8.0,0.0,-39,329,0.0,7.0,0.0
7,2,AA,112.0,IAH,False,False,22,289,158,52.0,8.0,0.0,350,138,15.0,2.0,0.0
4,1,AA,,ABQ,True,False,18,83,248,62.0,0.0,0.0,289,138,41.0,5.0,0.0
7,4,UA,61.0,OMA,False,False,9,211,145,31.0,,0.0,233,211,46.0,,0.0
5,1,AA,,DFW,False,False,19,233,141,62.0,6.0,0.0,289,152,57.0,0.0,0.0
10,4,UA,91.0,PHL,False,False,8,72,212,77.0,8.0,0.0,156,96,72.0,8.0,0.0
5,7,AA,229.0,LAX,False,False,8,122,161,61.0,2.0,0.0,200,97,41.0,8.0,0.0
3,2,MQ,25.0,MSN,True,True,12,117,67,108.0,6.0,0.0,100,57,57.0,2.0,0.0
12,7,AA,96.0,LGA,False,False,15,-50,307,46.0,2.0,0.0,0,170,52.0,8.0,0.0
8,6,UA,,SEA,False,False,18,250,110,77.0,0.0,0.0,233,182,31.0,8.0,0.0
7,6,UA,,ROC,False,False,11,233,181,15.0,6.0,0.0,250,145,62.0,6.0,0.0
3,7,DH,42.0,TVC,False,False,13,0,314,46.0,8.0,0.0,-40,301,67.0,7.0,
9,2,AA,106.0,DFW,False,False,10,256,218,15.0,0.0,0.0,317,146,52.0,,0.0
4,1,CO,85.0,EWR,False,False,16,122,154,52.0,8.0,0.0,133,156,41.0,7.0,0.0
11,1,UA,99.0,EWR,True,True,16,89,173,52.0,8.0,0.0,222,176,36.0,4.0,0.0
8,7,AA,91.0,ALB,False,False,10,217,136,36.0,8.0,0.0,228,192,15.0,4.0,0.0
9,5,AA,,MKE,False,False,20,228,174,41.0,3.0,0.0,217,155,31.0,0.0,0.0
9,4,MQ,41.0,DAY,False,False,12,272,221,26.0,2.0,0.0,278,205,15.0,0.0,0.0
10,2,AA,88.0,DCA,True,True,9,211,126,52.0,8.0,0.0,206,297,41.0,8.0,0.0
9,5,NW,65.0,MSP,False,False,18,200,143,46.0,0.0,0.0,239,54,36.0,7.0,0.0
6,1,AA,238.0,SEA,False,False,15,256,123,82.0,4.0,0.0,272,180,46.0,2.0,0.0
12,2,UA,87.0,CLT,False,False,13,83,251,36.0,4.0,0.0,122,241,26.0,8.0,0.0
12,3,UA,90.0,LGA,False,False,12,33,215,57.0,0.0,0.0,78,211,62.0,7.0,0.0
7,7,AA,235.0,SFO,False,False,13,306,119,61.0,7.0,0.0,233,132,77.0,7.0,0.0
12,3,AA,,SFO,True,False,22,-128,401,21.0,4.0,0.0,33,220,15.0,0.0,0.0
7,4,AA,253.0,SJU,True,True,14,294,108,62.0,8.0,0.0,283,135,26.0,2.0,
12,2,UA,130.0,IAH,False,False,10,39,126,31.0,0.0,0.0,172,168,15.0,7.0,0.0
5,1,UA,,DTW,False,False,20,300,101,31.0,4.0,0.0,194,100,31.0,8.0,10.0
11,1,MQ,109.0,OKC,False,False,14,144,9912,72.0,7.0,0.0,44,104,98.0,8.0,0.0
5,6,UA,,LAX,False,False,10,89,214,82.0,8.0,0.0,200,161,57.0,8.0,0.0
10,3,AA,,BOS,False,False,18,150,191,36.0,5.0,0.0,117,222,72.0,4.0,0.0
5,6,CO,,CLE,False,False,7,61,150,41.0,8.0,8.0,94,149,52.0,8.0,0.0
8,1,UA,79.0,PIT,False,False,11,300,206,0.0,0.0,0.0,300,164,31.0,8.0,0.0
10,3,AA,56.0,BNA,False,False,15,278,153,98.0,7.0,0.0,289,196,46.0,7.0,0.0
2,5,MQ,88.0,RIC,False,False,15,44,129,72.0,8.0,0.0,100,192,36.0,4.0,0.0
1,1,MQ,99.0,OKC,False,False,19,-139,429,46.0,0.0,0.0,28,356,0.0,2.0,0.0
7,1,MQ,59.0,BNA,False,False,9,211,251,46.0,2.0,0.0,261,202,41.0,7.0,0.0
8,2,AA,85.0,LGA,False,False,18,239,196,46.0,2.0,0.0,261,174,57.0,4.0,0.0
2,3,AA,,LGA,False,True,11,22,234,41.0,8.0,0.0,89,217,57.0,0.0,0.0
12,3,US,,BWI,False,False,7,-72,244,41.0,6.0,0.0,17,197,72.0,3.0,0.0
11,2,AA,116.0,IAH,False,False,12,33,197,57.0,2.0,0.0,189,238,0.0,2.0,0.0
4,6,AA,149.0,AUS,False,False,14,78,133,67.0,7.0,0.0,144,180,46.0,2.0,0.0
8,6,UA,43.0,DTW,False,False,7,233,124,31.0,8.0,0.0,222,154,31.0,7.0,0.0
6,7,UA,238.0,SFO,False,False,19,322,172,41.0,0.0,0.0,183,167,108.0,4.0,0.0
8,6,AA,227.0,LAX,False,False,18,283,158,31.0,7.0,0.0,222,107,77.0,0.0,0.0
2,6,UA,,PIT,False,False,7,-167,373,57.0,8.0,0.0,-94,342,31.0,8.0,0.0
5,3,NW,65.0,MSP,False,False,15,161,195,93.0,8.0,0.0,156,186,62.0,8.0,0.0
9,1,OO,58.0,OMA,False,False,17,283,233,31.0,2.0,0.0,272,173,57.0,2.0,0.0
10,7,AA,,SNA,False,False,15,156,134,52.0,2.0,0.0,227,9999,41.0,10.0,
10,6,UA,65.0,OMA,False,False,20,67,50,88.0,8.0,0.0,100,129,26.0,7.0,0.0
6,7,AA,,MSP,False,False,18,283,197,41.0,7.0,0.0,294,129,98.0,6.0,0.0
11,2,UA,187.0,PHX,False,False,18,50,148,72.0,2.0,0.0,317,154,31.0,4.0,0.0
10,1,MQ,47.0,CMH,False,False,14,150,112,62.0,8.0,0.0,228,141,57.0,7.0,0.0
12,1,UA,54.0,MSP,False,False,10,28,130,41.0,8.0,0.0,-17,200,57.0,2.0,0.0
2,4,UA,,CMH,False,False,15,6,146,46.0,8.0,0.0,44,118,26.0,8.0,0.0
7,6,AA,,TUS,False,False,12,172,132,62.0,8.0,0.0,311,104,31.0,6.0,0.0
10,5,AA,,DAY,False,False,7,0,237,26.0,0.0,0.0,111,237,36.0,8.0,0.0
9,5,UA,205.0,LAS,False,False,17,272,163,36.0,4.0,0.0,289,19,88.0,4.0,0.0
8,2,UA,,LGA,False,False,7,194,137,36.0,7.0,0.0,261,152,57.0,8.0,0.0
8,2,UA,105.0,LGA,False,False,6,195,174,31.0,2.0,0.0,250,166,46.0,7.0,0.0
5,7,UA,99.0,BDL,False,False,18,228,172,72.0,4.0,0.0,261,176,36.0,4.0,0.0
6,6,UA,73.0,IAD,True,False,21,294,97,57.0,7.0,0.0,244,180,31.0,0.0,0.0
4,1,UA,,CLE,False,False,20,156,37,77.0,2.0,0.0,144,28,62.0,2.0,0.0
9,3,UA,111.0,PVD,False,False,13,289,102,118.0,7.0,0.0,194,247,46.0,7.0,0.0
4,3,PI,,BWI,False,True,14,83,177,36.0,8.0,0.0,122,141,41.0,8.0,25.0
10,3,UA,,TUL,False,False,10,83,241,41.0,3.0,0.0,200,191,41.0,,0.0
2,5,UA,,MHT,False,False,20,78,88,62.0,6.0,0.0,111,9999,51.0,8.0,
8,7,AA,57.0,MCI,False,False,21,267,109,67.0,7.0,0.0,300,98,46.0,4.0,0.0
5,2,OH,56.0,CVG,False,False,8,67,210,103.0,8.0,0.0,222,147,21.0,8.0,0.0
6,2,UA,,MSP,False,False,19,217,185,62.0,3.0,0.0,250,158,15.0,8.0,0.0
4,2,UA,69.0,ROC,False,False,9,156,203,46.0,2.0,0.0,111,200,36.0,4.0,0.0
6,6,UA,96.0,ATL,False,False,13,244,161,31.0,4.0,0.0,261,148,31.0,4.0,0.0
10,3,US,86.0,CLT,False,False,18,111,298,41.0,8.0,0.0,154,217,15.0,7.0,0.0
1,3,UA,,SMF,False,False,22,11,51,52.0,8.0,0.0,44,9999,21.0,0.0,
1,2,UA,112.0,PVD,False,False,16,-133,289,82.0,2.0,0.0,6,140,31.0,4.0,0.0
9,2,DH,79.0,GSP,False,False,9,89,258,62.0,7.0,0.0,183,256,26.0,,0.0
1,1,TW,,STL,False,False,18,39,135,57.0,2.0,0.0,128,154,36.0,4.0,0.0
7,1,MQ,102.0,ORF,True,True,15,222,221,31.0,7.0,0.0,211,231,36.0,2.0,0.0
6,5,AA,133.0,IAH,False,False,10,278,182,41.0,2.0,0.0,300,166,52.0,7.0,0.0
8,5,MQ,30.0,MLI,True,True,8,217,98,26.0,8.0,0.0,228,90,31.0,0.0,0.0
9,3,AA,223.0,LAX,False,False,15,172,69,67.0,7.0,0.0,211,165,72.0,4.0,0.0
5,6,UA,,SLC,False,False,19,256,154,67.0,2.0,0.0,267,91,62.0,6.0,0.0
5,3,AA,157.0,MIA,False,False,6,111,21,26.0,8.0,0.0,289,174,52.0,4.0,0.0
10,3,AA,80.0,ATL,False,False,20,261,149,57.0,7.0,0.0,250,215,41.0,4.0,0.0
7,6,UA,52.0,PIT,False,False,21,222,218,72.0,2.0,0.0,211,172,72.0,7.0,0.0
7,1,UA,61.0,MCI,True,True,16,244,115,52.0,,0.0,311,130,67.0,,0.0
6,2,US,62.0,PIT,True,True,19,244,155,46.0,7.0,0.0,272,199,26.0,2.0,0.0
5,1,AA,84.0,DCA,False,False,13,283,6,88.0,7.0,0.0,317,97,52.0,7.0,0.0
5,7,UA,82.0,DCA,False,False,7,183,96,41.0,4.0,0.0,178,94,21.0,2.0,0.0
